e_total,e_c0,e_c1
1,0.144761904761905,0.0683544303797469,0.376923076923077
2,0.152380952380952,0.0920398009950248,0.349593495934959
3,0.148571428571429,0.0625,0.424
4,0.142857142857143,0.075566750629723,0.3515625
5,0.123809523809524,0.0698254364089775,0.298387096774194
6,0.135238095238095,0.089238845144357,0.256944444444444
7,0.140952380952381,0.0719424460431655,0.407407407407407
8,0.165714285714286,0.0833333333333334,0.452991452991453
9,0.16952380952381,0.0748129675810474,0.475806451612903
10,0.156190476190476,0.0508905852417303,0.46969696969697
11,0.127619047619048,0.0581113801452785,0.383928571428571
12,0.142857142857143,0.0595533498759305,0.418032786885246
13,0.163809523809524,0.0654911838790933,0.46875
14,0.142857142857143,0.0703517587939698,0.37007874015748
15,0.146666666666667,0.0845410628019324,0.378378378378378
16,0.16952380952381,0.051150895140665,0.514925373134328
17,0.139047619047619,0.0853658536585366,0.330434782608696
18,0.16,0.0906862745098039,0.401709401709402
19,0.167619047619048,0.0967741935483871,0.401639344262295
20,0.152380952380952,0.0871670702179177,0.392857142857143
21,0.121904761904762,0.0523690773067331,0.346774193548387
22,0.16,0.0909090909090909,0.398305084745763
23,0.161904761904762,0.0719602977667494,0.459016393442623
24,0.154285714285714,0.0648379052369077,0.443548387096774
25,0.16,0.0680100755667506,0.4453125
26,0.133333333333333,0.0730478589420654,0.3203125
27,0.121904761904762,0.0481012658227848,0.346153846153846
28,0.144761904761905,0.0688836104513064,0.451923076923077
29,0.114285714285714,0.0393120393120393,0.372881355932203
30,0.167619047619048,0.0833333333333334,0.426356589147287
31,0.137142857142857,0.0576441102756893,0.388888888888889
32,0.142857142857143,0.0683544303797469,0.369230769230769
33,0.118095238095238,0.0635696821515892,0.310344827586207
34,0.158095238095238,0.0947630922693267,0.362903225806452
35,0.142857142857143,0.0737100737100738,0.38135593220339
36,0.152380952380952,0.0948905109489051,0.359649122807018
37,0.165714285714286,0.0512820512820513,0.496296296296296
38,0.137142857142857,0.0592592592592592,0.4
39,0.16,0.0765550239234449,0.485981308411215
40,0.161904761904762,0.0824742268041238,0.386861313868613
