e_total,e_c0,e_c1
1,0.135238095238095,0.058252427184466,0.415929203539823
2,0.165714285714286,0.0694087403598972,0.441176470588235
3,0.146666666666667,0.0854922279792746,0.316546762589928
4,0.19047619047619,0.101990049751244,0.479674796747967
5,0.154285714285714,0.0710659898477157,0.404580152671756
6,0.142857142857143,0.0625,0.4
7,0.161904761904762,0.0860759493670886,0.392307692307692
8,0.137142857142857,0.065989847715736,0.351145038167939
9,0.140952380952381,0.0772946859903382,0.378378378378378
10,0.16952380952381,0.0841584158415841,0.454545454545455
11,0.116190476190476,0.0566502463054187,0.319327731092437
12,0.148571428571429,0.0788177339901478,0.386554621848739
13,0.140952380952381,0.0497512437810945,0.439024390243902
14,0.154285714285714,0.097323600973236,0.359649122807018
15,0.127619047619048,0.0441176470588235,0.418803418803419
16,0.184761904761905,0.0867346938775511,0.473684210526316
17,0.177142857142857,0.110275689223058,0.388888888888889
18,0.140952380952381,0.0515463917525774,0.394160583941606
19,0.137142857142857,0.0610687022900763,0.363636363636364
20,0.133333333333333,0.0625,0.36
21,0.161904761904762,0.0678391959798995,0.456692913385827
22,0.139047619047619,0.0663390663390664,0.389830508474576
23,0.167619047619048,0.0621761658031088,0.460431654676259
24,0.16952380952381,0.100502512562814,0.385826771653543
25,0.158095238095238,0.0989847715736041,0.33587786259542
26,0.173333333333333,0.099502487562189,0.414634146341463
27,0.146666666666667,0.0396825396825397,0.421768707482993
28,0.127619047619048,0.041871921182266,0.420168067226891
29,0.165714285714286,0.0685279187817259,0.458015267175573
30,0.15047619047619,0.0635696821515892,0.456896551724138
31,0.148571428571429,0.0780856423173804,0.3671875
32,0.137142857142857,0.0665024630541872,0.378151260504202
33,0.156190476190476,0.0862068965517241,0.394957983193277
34,0.161904761904762,0.0730478589420654,0.4375
35,0.144761904761905,0.0717821782178217,0.388429752066116
36,0.102857142857143,0.056872037914692,0.29126213592233
37,0.121904761904762,0.0530120481927711,0.381818181818182
38,0.142857142857143,0.0680100755667506,0.375
39,0.142857142857143,0.0686274509803921,0.401709401709402
40,0.139047619047619,0.0682926829268292,0.391304347826087
