e_total,e_c0,e_c1
1,0.156190476190476,0.0460358056265985,0.477611940298508
2,0.118095238095238,0.0595533498759305,0.311475409836066
3,0.152380952380952,0.0476190476190477,0.484126984126984
4,0.135238095238095,0.0576441102756893,0.380952380952381
5,0.125714285714286,0.0483460559796438,0.356060606060606
6,0.163809523809524,0.08,0.432
7,0.114285714285714,0.0537897310513448,0.327586206896552
8,0.137142857142857,0.0668316831683168,0.371900826446281
9,0.154285714285714,0.0719794344473008,0.389705882352941
10,0.148571428571429,0.0615763546798029,0.445378151260504
11,0.133333333333333,0.054320987654321,0.4
12,0.179047619047619,0.0813648293963255,0.4375
13,0.148571428571429,0.0634517766497462,0.404580152671756
14,0.177142857142857,0.0822942643391521,0.483870967741935
15,0.131428571428571,0.0596658711217184,0.415094339622642
16,0.161904761904762,0.0712468193384224,0.431818181818182
17,0.152380952380952,0.0773195876288659,0.364963503649635
18,0.146666666666667,0.0552763819095478,0.433070866141732
19,0.15047619047619,0.0600000000000001,0.44
20,0.19047619047619,0.0861618798955613,0.471830985915493
21,0.156190476190476,0.0918114143920595,0.368852459016393
22,0.177142857142857,0.0891089108910891,0.471074380165289
23,0.173333333333333,0.0714285714285714,0.473684210526316
24,0.156190476190476,0.041343669250646,0.478260869565217
25,0.121904761904762,0.0470297029702971,0.371900826446281
26,0.152380952380952,0.0739795918367347,0.383458646616541
27,0.146666666666667,0.0606860158311345,0.36986301369863
28,0.15047619047619,0.0572139303482587,0.455284552845528
29,0.137142857142857,0.0682926829268292,0.382608695652174
30,0.127619047619048,0.0606796116504854,0.371681415929204
31,0.137142857142857,0.0453400503778337,0.421875
32,0.154285714285714,0.0555555555555556,0.457364341085271
33,0.144761904761905,0.0769230769230769,0.368852459016393
34,0.16,0.0786802030456852,0.404580152671756
35,0.161904761904762,0.0629722921914357,0.46875
36,0.139047619047619,0.0591133004926109,0.411764705882353
37,0.137142857142857,0.0620347394540943,0.385245901639344
38,0.156190476190476,0.0942028985507246,0.387387387387387
39,0.177142857142857,0.0634517766497462,0.519083969465649
40,0.146666666666667,0.058968058968059,0.449152542372881
