e_total,e_c0,e_c1
1,0.152380952380952,0.0396039603960396,0.528925619834711
2,0.137142857142857,0.0336538461538461,0.532110091743119
3,0.161904761904762,0.0470297029702971,0.545454545454545
4,0.15047619047619,0.0458015267175572,0.462121212121212
5,0.133333333333333,0.0421836228287841,0.434426229508197
6,0.121904761904762,0.0296296296296297,0.433333333333333
7,0.146666666666667,0.0439024390243903,0.513043478260869
8,0.144761904761905,0.0382775119617225,0.560747663551402
9,0.15047619047619,0.0469135802469136,0.5
10,0.171428571428571,0.0382653061224489,0.56390977443609
11,0.163809523809524,0.0314136125654451,0.517482517482518
12,0.15047619047619,0.0395061728395062,0.525
13,0.140952380952381,0.0317848410757946,0.525862068965517
14,0.133333333333333,0.0246913580246914,0.5
15,0.165714285714286,0.0275,0.608
16,0.167619047619048,0.059850374064838,0.516129032258065
17,0.156190476190476,0.0439024390243903,0.556521739130435
18,0.152380952380952,0.0406091370558376,0.488549618320611
19,0.158095238095238,0.0506329113924051,0.484615384615385
20,0.15047619047619,0.029925187032419,0.540322580645161
21,0.16952380952381,0.0478589420654912,0.546875
22,0.152380952380952,0.0394088669950738,0.53781512605042
23,0.135238095238095,0.0382653061224489,0.421052631578947
24,0.161904761904762,0.0387596899224806,0.507246376811594
25,0.16,0.0207253886010362,0.546762589928057
26,0.16952380952381,0.0371287128712872,0.611570247933884
27,0.188571428571429,0.0514138817480719,0.580882352941176
28,0.165714285714286,0.0597402597402598,0.457142857142857
29,0.16,0.0328282828282829,0.550387596899225
30,0.139047619047619,0.0338983050847458,0.526785714285714
31,0.16,0.0443349753694581,0.554621848739496
32,0.16952380952381,0.0377833753148614,0.578125
33,0.161904761904762,0.0458015267175572,0.507575757575758
34,0.123809523809524,0.0444444444444444,0.391666666666667
35,0.196190476190476,0.0446650124069479,0.69672131147541
36,0.152380952380952,0.0347394540942928,0.540983606557377
37,0.148571428571429,0.0421836228287841,0.5
38,0.154285714285714,0.0377833753148614,0.515625
39,0.184761904761905,0.0592783505154639,0.54014598540146
40,0.133333333333333,0.0388349514563107,0.47787610619469
