e_total,e_c0,e_c1
1,0.182857142857143,0.0447761194029851,0.634146341463415
2,0.148571428571429,0.0199004975124378,0.569105691056911
3,0.165714285714286,0.0303030303030303,0.581395348837209
4,0.163809523809524,0.0173697270471465,0.647540983606557
5,0.142857142857143,0.033816425120773,0.549549549549549
6,0.186666666666667,0.0313315926892951,0.605633802816901
7,0.167619047619048,0.0178571428571429,0.609022556390977
8,0.171428571428571,0.0180412371134021,0.605839416058394
9,0.179047619047619,0.0344827586206896,0.672268907563025
10,0.194285714285714,0.0366492146596858,0.615384615384615
11,0.154285714285714,0.0217917675544794,0.642857142857143
12,0.171428571428571,0.0303030303030303,0.604651162790698
13,0.203809523809524,0.0316622691292876,0.650684931506849
14,0.177142857142857,0.0224438902743143,0.67741935483871
15,0.16952380952381,0.0147783251231527,0.697478991596639
16,0.194285714285714,0.0212201591511937,0.635135135135135
17,0.198095238095238,0.0477386934673367,0.669291338582677
18,0.182857142857143,0.0428211586901763,0.6171875
19,0.158095238095238,0.029925187032419,0.57258064516129
20,0.16,0.0334128878281623,0.660377358490566
21,0.196190476190476,0.0478589420654912,0.65625
22,0.152380952380952,0.0248756218905473,0.569105691056911
23,0.163809523809524,0.0253164556962026,0.584615384615385
24,0.182857142857143,0.0359897172236504,0.602941176470588
25,0.188571428571429,0.0392670157068062,0.587412587412587
26,0.16952380952381,0.0272952853598015,0.639344262295082
27,0.198095238095238,0.0485933503836317,0.634328358208955
28,0.194285714285714,0.051150895140665,0.611940298507463
29,0.163809523809524,0.0270935960591133,0.630252100840336
30,0.167619047619048,0.0253807106598984,0.595419847328244
31,0.171428571428571,0.0269607843137255,0.675213675213675
32,0.142857142857143,0.0359712230215827,0.555555555555556
33,0.179047619047619,0.0248138957816377,0.688524590163934
34,0.188571428571429,0.0358056265984654,0.634328358208955
35,0.194285714285714,0.0381679389312977,0.659090909090909
36,0.137142857142857,0.0392156862745098,0.478632478632479
37,0.186666666666667,0.03125,0.609929078014184
38,0.165714285714286,0.0198511166253101,0.647540983606557
39,0.175238095238095,0.0174563591022444,0.685483870967742
40,0.177142857142857,0.0251256281407035,0.653543307086614
