e_total,e_c0,e_c1
1,0.142857142857143,0.0634146341463414,0.426086956521739
2,0.142857142857143,0.0997506234413965,0.282258064516129
3,0.186666666666667,0.09375,0.439716312056738
4,0.15047619047619,0.072139303482587,0.40650406504065
5,0.154285714285714,0.0924574209245742,0.37719298245614
6,0.15047619047619,0.0835443037974684,0.353846153846154
7,0.158095238095238,0.0777202072538861,0.381294964028777
8,0.156190476190476,0.0586734693877551,0.443609022556391
9,0.148571428571429,0.0559796437659033,0.424242424242424
10,0.16,0.0498753117206983,0.516129032258065
11,0.167619047619048,0.0964705882352941,0.47
12,0.173333333333333,0.093198992443325,0.421875
13,0.140952380952381,0.0628140703517588,0.385826771653543
14,0.15047619047619,0.0681818181818182,0.403100775193798
15,0.118095238095238,0.0781990521327014,0.281553398058252
16,0.171428571428571,0.109452736318408,0.373983739837398
17,0.140952380952381,0.0612244897959183,0.37593984962406
18,0.137142857142857,0.0726817042606517,0.341269841269841
19,0.158095238095238,0.0594059405940595,0.487603305785124
20,0.154285714285714,0.0870646766169154,0.373983739837398
21,0.165714285714286,0.0816831683168316,0.446280991735537
22,0.140952380952381,0.0615763546798029,0.411764705882353
23,0.139047619047619,0.0740740740740741,0.358333333333333
24,0.16,0.0483870967741935,0.431372549019608
25,0.16,0.0858585858585859,0.387596899224806
26,0.135238095238095,0.0696517412935324,0.349593495934959
27,0.148571428571429,0.0808080808080808,0.356589147286822
28,0.16,0.0532994923857868,0.480916030534351
29,0.121904761904762,0.0526315789473685,0.392523364485981
30,0.171428571428571,0.0747422680412371,0.445255474452555
31,0.137142857142857,0.054320987654321,0.416666666666667
32,0.167619047619048,0.0805194805194805,0.407142857142857
33,0.15047619047619,0.0883838383838383,0.34108527131783
34,0.144761904761905,0.0648379052369077,0.403225806451613
35,0.152380952380952,0.0794044665012407,0.39344262295082
36,0.163809523809524,0.072139303482587,0.463414634146341
37,0.158095238095238,0.095,0.36
38,0.131428571428571,0.0606796116504854,0.389380530973451
39,0.152380952380952,0.0788804071246819,0.371212121212121
40,0.194285714285714,0.0865139949109415,0.515151515151515
