e_total,e_c0,e_c1
1,0.137142857142857,0.0728155339805825,0.371681415929204
2,0.16,0.0891089108910891,0.396694214876033
3,0.167619047619048,0.07,0.48
4,0.118095238095238,0.0522388059701493,0.333333333333333
5,0.15047619047619,0.0603015075376885,0.433070866141732
6,0.148571428571429,0.083969465648855,0.340909090909091
7,0.137142857142857,0.0456852791878173,0.412213740458015
8,0.142857142857143,0.0684596577017115,0.405172413793103
9,0.135238095238095,0.0653266331658291,0.354330708661417
10,0.139047619047619,0.0575,0.4
11,0.140952380952381,0.0782828282828283,0.333333333333333
12,0.144761904761905,0.058974358974359,0.392592592592593
13,0.139047619047619,0.0513447432762836,0.448275862068966
14,0.139047619047619,0.0634146341463414,0.408695652173913
15,0.131428571428571,0.047979797979798,0.387596899224806
16,0.118095238095238,0.066350710900474,0.330097087378641
17,0.173333333333333,0.120906801007557,0.3359375
18,0.144761904761905,0.0906801007556675,0.3125
19,0.161904761904762,0.0609137055837563,0.465648854961832
20,0.154285714285714,0.0790123456790124,0.408333333333333
21,0.177142857142857,0.0881612090680101,0.453125
22,0.16,0.0804878048780487,0.443478260869565
23,0.156190476190476,0.075,0.416
24,0.156190476190476,0.0775,0.408
25,0.144761904761905,0.0825242718446602,0.371681415929204
26,0.142857142857143,0.0920096852300242,0.330357142857143
27,0.148571428571429,0.0625,0.382978723404255
28,0.146666666666667,0.0698254364089775,0.395161290322581
29,0.16,0.0680628272251309,0.405594405594406
30,0.179047619047619,0.0856423173803527,0.46875
31,0.142857142857143,0.0797101449275363,0.378378378378378
32,0.137142857142857,0.0707317073170731,0.373913043478261
33,0.154285714285714,0.082089552238806,0.390243902439024
34,0.163809523809524,0.0586734693877551,0.473684210526316
35,0.16,0.121065375302663,0.303571428571429
36,0.16952380952381,0.0909090909090909,0.410852713178295
37,0.144761904761905,0.0694789081885856,0.39344262295082
38,0.19047619047619,0.104738154613466,0.467741935483871
39,0.142857142857143,0.0985576923076923,0.311926605504587
40,0.123809523809524,0.0586734693877551,0.315789473684211
