testy,V1
6967,0,0.190023095698906
7705,0,0.102152336464243
4649,0,0.395258647061819
1375,0,0.37983475120865
2767,0,0.220159573828609
5482,0,0.368009276238768
8181,1,0.220159573828609
10122,1,0.394505597703469
915,0,0.385412314301758
8199,1,0.392197094339559
856,0,0.220159573828609
2946,0,0.219385219774511
9095,1,0.195512782573393
1163,0,0.318631527833669
2916,0,0.171493647176279
3070,0,0.0615970225445916
9927,1,0.374534433361513
8420,1,0.323391591129103
5257,0,0.391552616936146
1785,0,0.220159573828609
758,0,0.280243421027264
80,0,0.171493647176279
4193,0,0.290074414983343
9585,1,0.353188512788272
9979,1,0.171493647176279
10126,1,0.394589827952952
8867,1,0.353188512788272
8229,1,0.394589827952952
6761,0,0.374650222917895
1474,0,0.230214559785637
9334,1,0.220159573828609
10391,1,0.339280447013106
8316,1,0.220159573828609
861,0,0.220159573828609
2292,0,0.200022270740709
4954,0,0.0137905951170904
3782,0,0.220159573828609
2977,0,0.0437786326721457
7164,0,0.0437786326721457
8124,1,0.360851192821502
6695,0,0.345080710218652
3441,0,-0.00694949313439924
1428,0,0.0278048071028104
