testy,V1
2041,0,0.00696020299769717
6765,0,0.0307628291982153
1912,0,-0.0159095446251258
4540,0,0.0330885833634362
9003,1,0.364081418158065
2959,0,-0.00934452834510813
1819,0,0.122781999014867
6166,0,0.00158325705809159
850,0,0.190204208676079
4321,0,0.133173691228955
4068,0,0.00284199553138076
2720,0,-0.0117798947097467
6606,0,0.475030126226732
7412,0,0.427375903595379
4844,0,0.0301397842232241
10308,1,0.923915588670865
958,0,0.160044085612454
2584,0,0.31684348286763
4809,0,0.371018415345499
8944,1,0.870281978445946
132,0,-0.0201898451706535
2268,0,0.475185946951887
7932,0,-0.00594629680519276
1585,0,0.383065874701889
1235,0,0.00115375703932119
1994,0,0.707688214211813
5164,0,-0.0138035273608732
2334,0,0.0669119545636692
4070,0,0.277464804545175
2590,0,0.670711376610789
8147,1,0.448286784206326
8635,1,0.482569518103083
8988,1,0.374977168452688
3763,0,0.0273037822105227
8821,1,0.221252170099049
7278,0,0.386470991391102
9793,1,0.495053206205193
4278,0,0.356567595766145
5819,0,-0.0133535878511879
5702,0,-0.0498523626590538
4203,0,-0.00524306014424059
7429,0,0.00438233392793197
6333,0,0.196207113589576
10449,1,0.5420285776587
3590,0,0.0977646424154642
6750,0,-0.00543335798098843
3321,0,0.0382011762462072
7940,0,-0.128606679052874
4734,0,0.474757446422563
7384,0,0.0337215977312955
1800,0,0.0475262945932662
9319,1,1.14239694631304
8689,1,0.75750720044002
7923,0,0.391048356071053
1837,0,0.0373430055768562
4156,0,0.0314650664491099
9299,1,0.231868919142976
9226,1,0.607866765184866
6412,0,0.408437271329516
2352,0,0.447842027532187
8672,1,0.369371585080734
8943,1,0.949998345427199
5679,0,-0.0145868826197932
3228,0,0.15215096131847
6634,0,-0.000580463412410248
139,0,0.922695687240869
5082,0,0.0405034747433406
4001,0,-0.0215717506933399
3811,0,0.126324737760847
8791,1,0.66295341374147
5787,0,0.653349838737582
3114,0,0.256724883803317
6269,0,0.146305349717283
4669,0,0.00264807880711126
839,0,0.092904827073284
